
 4.500     2  11.47  11.01   7.25   7.10
 5.000     2  12.91  12.45   8.18   7.92
 5.500     2  14.20  13.73   8.92   8.74
 6.000     2  15.38  14.92   9.64   9.28
 6.500     2  16.30  15.84  10.60   9.93
 7.000     2  17.02  16.56  11.11  10.36
 7.500     2  17.59  17.08  11.47  10.90
 8.000     2  17.95  17.44  11.78  11.21
 8.500     2  18.16  17.64  11.91  11.37
 9.000     2  17.59  17.13  11.68  11.06
 9.500     2  16.87  16.36  11.21  10.65
10.000     2  16.05  15.53  10.70  10.13
10.500     2  16.05  15.58  10.70  10.13
11.000     2  15.94  15.48  10.60  10.03
11.500     2  16.41  15.89  10.90  10.29
12.000     2  17.13  16.66  11.37  10.75
12.500     2  17.85  17.38  11.78  11.21
13.000     2  18.16  17.69  11.98  11.37
13.500     2  18.16  17.64  11.93  11.37
14.000     2  17.95  17.49  11.83  11.21
14.500     2  17.59  17.13  11.57  11.01
15.000     2  16.97  16.51  11.21  10.60
15.500     2  16.15  15.69  10.70  10.13
16.000     2  15.17  14.71  10.13   9.57
16.500     2  14.14  13.63   9.52   8.90
17.000     2  13.06  12.55   8.85   8.28
17.500     2  12.04  11.57   8.23   7.61
18.000     2  11.11  10.60   7.66   7.05
18.500     2  10.29   9.77   7.15   6.53
19.000     2   9.57   9.05   6.69   6.07
